method,u,l,kappa,delta,k,seed,n,normal_gaps_json,paper_boundary,direct_threshold,threshold_to_boundary,assumption_4_2,detected_below_boundary,detected_above_boundary
knn,4.0,1.0,4.0,3.0,1,3,12,"[1.2474420184600596, 3.0256640031363604, 4.0, 2.404462491755887, 1.0, 2.3317484259722687, 1.2425347625030494, 1.4213060919034488, 1.0045582693996349, 2.605411178132903]",4.0,3.025664003136361,0.7564160007840902,True,True,True
knn,4.0,1.0,4.0,3.0,3,3,12,"[1.2474420184600596, 3.0256640031363604, 4.0, 2.404462491755887, 1.0, 2.3317484259722687, 1.2425347625030494, 1.4213060919034488, 1.0045582693996349, 2.605411178132903]",7.0,1.9260739948921004,0.27515342784172864,True,True,True
knn,4.0,1.0,4.0,3.0,5,3,12,"[1.2474420184600596, 3.0256640031363604, 4.0, 2.404462491755887, 1.0, 2.3317484259722687, 1.2425347625030494, 1.4213060919034488, 1.0045582693996349, 2.605411178132903]",10.0,0.33096052398931286,0.033096052398931285,True,True,True
knn,4.0,1.0,4.0,3.0,7,3,12,"[1.2474420184600596, 3.0256640031363604, 4.0, 2.404462491755887, 1.0, 2.3317484259722687, 1.2425347625030494, 1.4213060919034488, 1.0045582693996349, 2.605411178132903]",13.0,8.881784205273058e-16,6.832141696363891e-17,True,True,True
iforest,4.0,1.0,4.0,3.0,0,4,12,"[2.1295002449790807, 3.4742082325379284, 1.3428618439109932, 2.8857019952144447, 4.0, 1.976762188610309, 1.0379384068973756, 1.0, 1.2654078492577088, 2.003153469202599]",16.0,1.615100610934603,0.1009437881834127,True,True,True
knn,4.0,1.0,4.0,3.0,1,4,12,"[2.1295002449790807, 3.4742082325379284, 1.3428618439109932, 2.8857019952144447, 4.0, 1.976762188610309, 1.0379384068973756, 1.0, 1.2654078492577088, 2.003153469202599]",4.0,2.8857019952144456,0.7214254988036114,True,True,True
knn,4.0,1.0,4.0,3.0,3,4,12,"[2.1295002449790807, 3.4742082325379284, 1.3428618439109932, 2.8857019952144447, 4.0, 1.976762188610309, 1.0379384068973756, 1.0, 1.2654078492577088, 2.003153469202599]",7.0,1.1270190372812647,0.16100271961160925,True,True,True
knn,4.0,1.0,4.0,3.0,5,4,12,"[2.1295002449790807, 3.4742082325379284, 1.3428618439109932, 2.8857019952144447, 4.0, 1.976762188610309, 1.0379384068973756, 1.0, 1.2654078492577088, 2.003153469202599]",10.0,4.440892102636529e-16,4.440892102636529e-17,True,True,True
knn,4.0,1.0,4.0,3.0,7,4,12,"[2.1295002449790807, 3.4742082325379284, 1.3428618439109932, 2.8857019952144447, 4.0, 1.976762188610309, 1.0379384068973756, 1.0, 1.2654078492577088, 2.003153469202599]",13.0,4.440892102636529e-16,3.4160708481819456e-17,True,True,True
iforest,4.0,1.0,4.0,3.0,0,5,12,"[2.196687296397027, 1.317915891358579, 4.0, 2.468082241445867, 2.1351720600733297, 3.3674231816332636, 2.2337537828789418, 1.5518960262093278, 1.0, 3.5809005577052777]",16.0,3.36698231861765,0.21043639491360314,True,True,True
knn,4.0,1.0,4.0,3.0,1,5,12,"[2.196687296397027, 1.317915891358579, 4.0, 2.468082241445867, 2.1351720600733297, 3.3674231816332636, 2.2337537828789418, 1.5518960262093278, 1.0, 3.5809005577052777]",4.0,3.5809005577052777,0.8952251394263194,True,True,True
knn,4.0,1.0,4.0,3.0,3,5,12,"[2.196687296397027, 1.317915891358579, 4.0, 2.468082241445867, 2.1351720600733297, 3.3674231816332636, 2.2337537828789418, 1.5518960262093278, 1.0, 3.5809005577052777]",7.0,2.861102405057509,0.40872891500821557,True,True,True
knn,4.0,1.0,4.0,3.0,5,5,12,"[2.196687296397027, 1.317915891358579, 4.0, 2.468082241445867, 2.1351720600733297, 3.3674231816332636, 2.2337537828789418, 1.5518960262093278, 1.0, 3.5809005577052777]",10.0,2.2373085026871626,0.22373085026871625,True,True,True
knn,4.0,1.0,4.0,3.0,7,5,12,"[2.196687296397027, 1.317915891358579, 4.0, 2.468082241445867, 2.1351720600733297, 3.3674231816332636, 2.2337537828789418, 1.5518960262093278, 1.0, 3.5809005577052777]",13.0,1.9699682588141565,0.15153601990878127,True,True,True
iforest,4.0,1.0,4.0,3.0,0,6,12,"[1.6196556803106528, 1.493401528579583, 1.9535871994770684, 2.6183279565933297, 1.6588565549062297, 4.0, 1.0147848850138246, 2.698446284453634, 2.3962897330003954, 1.0]",16.0,1.3262072935996159,0.08288795584997599,True,True,True
knn,4.0,1.0,4.0,3.0,1,6,12,"[1.6196556803106528, 1.493401528579583, 1.9535871994770684, 2.6183279565933297, 1.6588565549062297, 4.0, 1.0147848850138246, 2.698446284453634, 2.3962897330003954, 1.0]",4.0,2.3962897330003945,0.5990724332500986,True,True,True
knn,4.0,1.0,4.0,3.0,3,6,12,"[1.6196556803106528, 1.493401528579583, 1.9535871994770684, 2.6183279565933297, 1.6588565549062297, 4.0, 1.0147848850138246, 2.698446284453634, 2.3962897330003954, 1.0]",7.0,1.9194376204178445,0.27420537434540637,True,True,True
knn,4.0,1.0,4.0,3.0,5,6,12,"[1.6196556803106528, 1.493401528579583, 1.9535871994770684, 2.6183279565933297, 1.6588565549062297, 4.0, 1.0147848850138246, 2.698446284453634, 2.3962897330003954, 1.0]",10.0,2.2451475785722605,0.22451475785722605,True,True,True
knn,4.0,1.0,4.0,3.0,7,6,12,"[1.6196556803106528, 1.493401528579583, 1.9535871994770684, 2.6183279565933297, 1.6588565549062297, 4.0, 1.0147848850138246, 2.698446284453634, 2.3962897330003954, 1.0]",13.0,2.384737560638439,0.18344135081834148,True,True,True
iforest,4.0,1.0,4.0,3.0,0,7,12,"[1.1646206496417273, 2.3429408752006005, 1.0930234959778045, 2.6644902428305985, 1.0, 1.3108463404012871, 1.9235014368861427, 1.1707849392816614, 1.4925827496611221, 4.0]",16.0,3.935028093693852,0.24593925585586576,True,True,True
knn,4.0,1.0,4.0,3.0,1,7,12,"[1.1646206496417273, 2.3429408752006005, 1.0930234959778045, 2.6644902428305985, 1.0, 1.3108463404012871, 1.9235014368861427, 1.1707849392816614, 1.4925827496611221, 4.0]",4.0,4.000000000000001,1.0000000000000002,True,False,True
knn,4.0,1.0,4.0,3.0,3,7,12,"[1.1646206496417273, 2.3429408752006005, 1.0930234959778045, 2.6644902428305985, 1.0, 1.3108463404012871, 1.9235014368861427, 1.1707849392816614, 1.4925827496611221, 4.0]",7.0,3.827922754706619,0.5468461078152312,True,True,True
knn,4.0,1.0,4.0,3.0,5,7,12,"[1.1646206496417273, 2.3429408752006005, 1.0930234959778045, 2.6644902428305985, 1.0, 1.3108463404012871, 1.9235014368861427, 1.1707849392816614, 1.4925827496611221, 4.0]",10.0,3.6205385143416273,0.36205385143416274,True,True,True
knn,4.0,1.0,4.0,3.0,7,7,12,"[1.1646206496417273, 2.3429408752006005, 1.0930234959778045, 2.6644902428305985, 1.0, 1.3108463404012871, 1.9235014368861427, 1.1707849392816614, 1.4925827496611221, 4.0]",13.0,3.5316595541852025,0.27166611955270786,True,True,True
iforest,4.0,0.5,8.0,3.5,0,0,12,"[0.7438760405232778, 0.9626615067525081, 3.8072662926892824, 0.9531431540428599, 4.0, 0.5798985151769972, 3.259936325048725, 1.2447943087139062, 0.5, 1.3071018868505972]",32.0,1.2746302537853966,0.039832195430793645,True,True,True
knn,4.0,0.5,8.0,3.5,1,0,12,"[0.7438760405232778, 0.9626615067525081, 3.8072662926892824, 0.9531431540428599, 4.0, 0.5798985151769972, 3.259936325048725, 1.2447943087139062, 0.5, 1.3071018868505972]",4.0,1.3071018868505961,0.32677547171264903,True,True,True
knn,4.0,0.5,8.0,3.5,3,0,12,"[0.7438760405232778, 0.9626615067525081, 3.8072662926892824, 0.9531431540428599, 4.0, 0.5798985151769972, 3.259936325048725, 1.2447943087139062, 0.5, 1.3071018868505972]",7.5,2.360876027140266,0.3147834702853688,True,True,True
knn,4.0,0.5,8.0,3.5,5,0,12,"[0.7438760405232778, 0.9626615067525081, 3.8072662926892824, 0.9531431540428599, 4.0, 0.5798985151769972, 3.259936325048725, 1.2447943087139062, 0.5, 1.3071018868505972]",11.0,1.117071529532919,0.10155195723026536,True,True,True
knn,4.0,0.5,8.0,3.5,7,0,12,"[0.7438760405232778, 0.9626615067525081, 3.8072662926892824, 0.9531431540428599, 4.0, 0.5798985151769972, 3.259936325048725, 1.2447943087139062, 0.5, 1.3071018868505972]",14.5,0.8801874037610807,0.06070257956972971,True,True,True
iforest,4.0,0.5,8.0,3.5,0,1,12,"[2.230892952732956, 4.0, 0.7380671369439619, 3.4657120305119085, 1.0944352688563155, 1.8670118822131958, 0.5, 0.8649500676132972, 3.979120360796921, 0.5622275687758689]",32.0,0.8878308852926923,0.027744715165396634,True,True,True
knn,4.0,0.5,8.0,3.5,1,1,12,"[2.230892952732956, 4.0, 0.7380671369439619, 3.4657120305119085, 1.0944352688563155, 1.8670118822131958, 0.5, 0.8649500676132972, 3.979120360796921, 0.5622275687758689]",4.0,2.2308929527329564,0.5577232381832391,True,True,True
knn,4.0,0.5,8.0,3.5,3,1,12,"[2.230892952732956, 4.0, 0.7380671369439619, 3.4657120305119085, 1.0944352688563155, 1.8670118822131958, 0.5, 0.8649500676132972, 3.979120360796921, 0.5622275687758689]",7.5,0.6826958633562755,0.09102611511417007,True,True,True
knn,4.0,0.5,8.0,3.5,5,1,12,"[2.230892952732956, 4.0, 0.7380671369439619, 3.4657120305119085, 1.0944352688563155, 1.8670118822131958, 0.5, 0.8649500676132972, 3.979120360796921, 0.5622275687758689]",11.0,4.44089218535459e-16,4.0371747139587186e-17,True,True,True
knn,4.0,0.5,8.0,3.5,7,1,12,"[2.230892952732956, 4.0, 0.7380671369439619, 3.4657120305119085, 1.0944352688563155, 1.8670118822131958, 0.5, 0.8649500676132972, 3.979120360796921, 0.5622275687758689]",14.5,8.881784313840514e-16,6.125368492303803e-17,True,True,True
iforest,4.0,0.5,8.0,3.5,0,2,12,"[1.7599839160603474, 1.022859231359322, 0.7044477369188064, 4.0, 1.5841660793132397, 2.596125144815499, 0.5692973589102277, 0.5, 1.3364842642216925, 3.8177640163153264]",32.0,3.717207731605572,0.11616274161267412,True,True,True
knn,4.0,0.5,8.0,3.5,1,2,12,"[1.7599839160603474, 1.022859231359322, 0.7044477369188064, 4.0, 1.5841660793132397, 2.596125144815499, 0.5692973589102277, 0.5, 1.3364842642216925, 3.8177640163153264]",4.0,3.817764016315325,0.9544410040788313,True,False,True
knn,4.0,0.5,8.0,3.5,3,2,12,"[1.7599839160603474, 1.022859231359322, 0.7044477369188064, 4.0, 1.5841660793132397, 2.596125144815499, 0.5692973589102277, 0.5, 1.3364842642216925, 3.8177640163153264]",7.5,3.3611445046364476,0.448152600618193,True,True,True
knn,4.0,0.5,8.0,3.5,5,2,12,"[1.7599839160603474, 1.022859231359322, 0.7044477369188064, 4.0, 1.5841660793132397, 2.596125144815499, 0.5692973589102277, 0.5, 1.3364842642216925, 3.8177640163153264]",11.0,2.830413633788477,0.257310330344407,True,True,True
knn,4.0,0.5,8.0,3.5,7,2,12,"[1.7599839160603474, 1.022859231359322, 0.7044477369188064, 4.0, 1.5841660793132397, 2.596125144815499, 0.5692973589102277, 0.5, 1.3364842642216925, 3.8177640163153264]",14.5,2.602957546282203,0.17951431353670366,True,True,True
iforest,4.0,0.5,8.0,3.5,0,3,12,"[0.6966274079547137, 2.6314859280243517, 4.0, 1.8642193624948136, 0.5, 1.780297339141078, 0.6925208065173731, 0.8472302049033649, 0.5034225949362933, 2.1027343651540775]",32.0,1.7436313688444098,0.05448848027638781,True,True,True
knn,4.0,0.5,8.0,3.5,1,3,12,"[0.6966274079547137, 2.6314859280243517, 4.0, 1.8642193624948136, 0.5, 1.780297339141078, 0.6925208065173731, 0.8472302049033649, 0.5034225949362933, 2.1027343651540775]",4.0,2.6314859280243517,0.6578714820060879,True,True,True
knn,4.0,0.5,8.0,3.5,3,3,12,"[0.6966274079547137, 2.6314859280243517, 4.0, 1.8642193624948136, 0.5, 1.780297339141078, 0.6925208065173731, 0.8472302049033649, 0.5034225949362933, 2.1027343651540775]",7.5,1.9782861733565462,0.26377148978087284,True,True,True
knn,4.0,0.5,8.0,3.5,5,3,12,"[0.6966274079547137, 2.6314859280243517, 4.0, 1.8642193624948136, 0.5, 1.780297339141078, 0.6925208065173731, 0.8472302049033649, 0.5034225949362933, 2.1027343651540775]",11.0,6.106226726428228e-16,5.551115205843844e-17,True,True,True
knn,4.0,0.5,8.0,3.5,7,3,12,"[0.6966274079547137, 2.6314859280243517, 4.0, 1.8642193624948136, 0.5, 1.780297339141078, 0.6925208065173731, 0.8472302049033649, 0.5034225949362933, 2.1027343651540775]",14.5,6.10622676261738e-16,4.211190870770607e-17,True,True,True
iforest,4.0,0.5,8.0,3.5,0,4,12,"[1.553769334565698, 3.2378279814180186, 0.7780670164940751, 2.4510220818498683, 4.0, 1.3896378746161209, 0.5287219955838769, 0.5, 0.7117308494204908, 1.4175596396623422]",32.0,1.070491190378784,0.033452849699337,True,True,True
knn,4.0,0.5,8.0,3.5,1,4,12,"[1.553769334565698, 3.2378279814180186, 0.7780670164940751, 2.4510220818498683, 4.0, 1.3896378746161209, 0.5287219955838769, 0.5, 0.7117308494204908, 1.4175596396623422]",4.0,2.451022081849868,0.612755520462467,True,True,True
knn,4.0,0.5,8.0,3.5,3,4,12,"[1.553769334565698, 3.2378279814180186, 0.7780670164940751, 2.4510220818498683, 4.0, 1.3896378746161209, 0.5287219955838769, 0.5, 0.7117308494204908, 1.4175596396623422]",7.5,1.1115815098814654,0.1482108679841954,True,True,True
knn,4.0,0.5,8.0,3.5,5,4,12,"[1.553769334565698, 3.2378279814180186, 0.7780670164940751, 2.4510220818498683, 4.0, 1.3896378746161209, 0.5287219955838769, 0.5, 0.7117308494204908, 1.4175596396623422]",11.0,0.21047830553101268,0.019134391411910243,True,True,True
knn,4.0,0.5,8.0,3.5,7,4,12,"[1.553769334565698, 3.2378279814180186, 0.7780670164940751, 2.4510220818498683, 4.0, 1.3896378746161209, 0.5287219955838769, 0.5, 0.7117308494204908, 1.4175596396623422]",14.5,4.4408922318835e-16,3.0626842978506896e-17,True,True,True
iforest,4.0,0.5,8.0,3.5,0,5,12,"[1.6278799046432506, 0.7564871344828317, 4.0, 1.938694798436591, 1.5599810439718695, 3.089701688985951, 1.6692560379969335, 0.966638160336681, 0.5, 3.3881169709086576]",32.0,3.1808944295267843,0.09940295092271201,True,True,True
knn,4.0,0.5,8.0,3.5,1,5,12,"[1.6278799046432506, 0.7564871344828317, 4.0, 1.938694798436591, 1.5599810439718695, 3.089701688985951, 1.6692560379969335, 0.966638160336681, 0.5, 3.3881169709086576]",4.0,3.388116970908659,0.8470292427271647,True,True,True
knn,4.0,0.5,8.0,3.5,3,5,12,"[1.6278799046432506, 0.7564871344828317, 4.0, 1.938694798436591, 1.5599810439718695, 3.089701688985951, 1.6692560379969335, 0.966638160336681, 0.5, 3.3881169709086576]",7.5,2.706247376431108,0.3608329835241477,True,True,True
knn,4.0,0.5,8.0,3.5,5,5,12,"[1.6278799046432506, 0.7564871344828317, 4.0, 1.938694798436591, 1.5599810439718695, 3.089701688985951, 1.6692560379969335, 0.966638160336681, 0.5, 3.3881169709086576]",11.0,1.9098074560150116,0.17361885963772833,True,True,True
knn,4.0,0.5,8.0,3.5,7,5,12,"[1.6278799046432506, 0.7564871344828317, 4.0, 1.938694798436591, 1.5599810439718695, 3.089701688985951, 1.6692560379969335, 0.966638160336681, 0.5, 3.3881169709086576]",14.5,1.568476061550971,0.1081707628655842,True,True,True
iforest,4.0,0.5,8.0,3.5,0,6,12,"[1.0306330188727952, 0.9125042410625802, 1.3652720701379688, 2.118390736235547, 1.0682754651525845, 4.0, 0.5111295494749523, 2.2163618720162472, 1.8547227320381137, 0.5]",32.0,0.870694085622412,0.027209190175700376,True,True,True
knn,4.0,0.5,8.0,3.5,1,6,12,"[1.0306330188727952, 0.9125042410625802, 1.3652720701379688, 2.118390736235547, 1.0682754651525845, 4.0, 0.5111295494749523, 2.2163618720162472, 1.8547227320381137, 0.5]",4.0,1.8547227320381146,0.46368068300952864,True,True,True
knn,4.0,0.5,8.0,3.5,3,6,12,"[1.0306330188727952, 0.9125042410625802, 1.3652720701379688, 2.118390736235547, 1.0682754651525845, 4.0, 0.5111295494749523, 2.2163618720162472, 1.8547227320381137, 0.5]",7.5,1.7603904625775155,0.23471872834366875,True,True,True
knn,4.0,0.5,8.0,3.5,5,6,12,"[1.0306330188727952, 0.9125042410625802, 1.3652720701379688, 2.118390736235547, 1.0682754651525845, 4.0, 0.5111295494749523, 2.2163618720162472, 1.8547227320381137, 0.5]",11.0,1.9762511935921405,0.17965919941746733,True,True,True
knn,4.0,0.5,8.0,3.5,7,6,12,"[1.0306330188727952, 0.9125042410625802, 1.3652720701379688, 2.118390736235547, 1.0682754651525845, 4.0, 0.5111295494749523, 2.2163618720162472, 1.8547227320381137, 0.5]",14.5,2.1872106969481573,0.15084211703090739,True,True,True
iforest,4.0,0.5,8.0,3.5,0,7,12,"[0.6284152760176359, 1.793130914656238, 0.5713658125818751, 2.1746591958310324, 0.5, 0.7504083937966758, 1.333855478648849, 0.6334111368705923, 0.9117539035232769, 4.0]",32.0,3.924876764925754,0.12265239890392982,True,True,True
knn,4.0,0.5,8.0,3.5,1,7,12,"[0.6284152760176359, 1.793130914656238, 0.5713658125818751, 2.1746591958310324, 0.5, 0.7504083937966758, 1.333855478648849, 0.6334111368705923, 0.9117539035232769, 4.0]",4.0,4.000000000000001,1.0000000000000002,True,False,True
knn,4.0,0.5,8.0,3.5,3,7,12,"[0.6284152760176359, 1.793130914656238, 0.5713658125818751, 2.1746591958310324, 0.5, 0.7504083937966758, 1.333855478648849, 0.6334111368705923, 0.9117539035232769, 4.0]",7.5,3.802319159075213,0.506975887876695,True,True,True
knn,4.0,0.5,8.0,3.5,5,7,12,"[0.6284152760176359, 1.793130914656238, 0.5713658125818751, 2.1746591958310324, 0.5, 0.7504083937966758, 1.333855478648849, 0.6334111368705923, 0.9117539035232769, 4.0]",11.0,3.550984741353044,0.32281679466845853,True,True,True
knn,4.0,0.5,8.0,3.5,7,7,12,"[0.6284152760176359, 1.793130914656238, 0.5713658125818751, 2.1746591958310324, 0.5, 0.7504083937966758, 1.333855478648849, 0.6334111368705923, 0.9117539035232769, 4.0]",14.5,3.4432699909006863,0.23746689592418527,True,True,True
iforest,4.0,0.25,16.0,3.75,0,0,12,"[0.42460075679326004, 0.5987949715973124, 3.7451079580161184, 0.5909138647958608, 4.0, 0.30463701075304067, 3.04503409137281, 0.8435486374435597, 0.25, 0.900311073120351]",64.0,0.8569442967697047,0.013389754637026637,True,True,True
knn,4.0,0.25,16.0,3.75,1,0,12,"[0.42460075679326004, 0.5987949715973124, 3.7451079580161184, 0.5909138647958608, 4.0, 0.30463701075304067, 3.04503409137281, 0.8435486374435597, 0.25, 0.900311073120351]",4.0,0.9003110731203511,0.22507776828008777,True,True,True
knn,4.0,0.25,16.0,3.75,3,0,12,"[0.42460075679326004, 0.5987949715973124, 3.7451079580161184, 0.5909138647958608, 4.0, 0.30463701075304067, 3.04503409137281, 0.8435486374435597, 0.25, 0.900311073120351]",7.75,2.4825181301216896,0.3203249200157019,True,True,True
knn,4.0,0.25,16.0,3.75,5,0,12,"[0.42460075679326004, 0.5987949715973124, 3.7451079580161184, 0.5909138647958608, 4.0, 0.30463701075304067, 3.04503409137281, 0.8435486374435597, 0.25, 0.900311073120351]",11.5,1.3180943539954197,0.1146169003474278,True,True,True
knn,4.0,0.25,16.0,3.75,7,0,12,"[0.42460075679326004, 0.5987949715973124, 3.7451079580161184, 0.5909138647958608, 4.0, 0.30463701075304067, 3.04503409137281, 0.8435486374435597, 0.25, 0.900311073120351]",15.25,0.4436417322364657,0.029091261130260046,True,True,True
iforest,4.0,0.25,16.0,3.75,0,1,12,"[1.8363338717711288, 4.0, 0.420185596125873, 3.30397410431179, 0.7105044073212308, 1.4482474710647364, 0.25, 0.5191601933511324, 3.9721847291814667, 0.2923229096051115]",64.0,0.747967341362703,0.011686989708792235,True,True,True
knn,4.0,0.25,16.0,3.75,1,1,12,"[1.8363338717711288, 4.0, 0.420185596125873, 3.30397410431179, 0.7105044073212308, 1.4482474710647364, 0.25, 0.5191601933511324, 3.9721847291814667, 0.2923229096051115]",4.0,1.836333871771129,0.45908346794278226,True,True,True
knn,4.0,0.25,16.0,3.75,3,1,12,"[1.8363338717711288, 4.0, 0.420185596125873, 3.30397410431179, 0.7105044073212308, 1.4482474710647364, 0.25, 0.5191601933511324, 3.9721847291814667, 0.2923229096051115]",7.75,0.5559435456623806,0.07173465105321039,True,True,True
knn,4.0,0.25,16.0,3.75,5,1,12,"[1.8363338717711288, 4.0, 0.420185596125873, 3.30397410431179, 0.7105044073212308, 1.4482474710647364, 0.25, 0.5191601933511324, 3.9721847291814667, 0.2923229096051115]",11.5,4.440892133655802e-16,3.861645333613741e-17,True,True,True
knn,4.0,0.25,16.0,3.75,7,1,12,"[1.8363338717711288, 4.0, 0.420185596125873, 3.30397410431179, 0.7105044073212308, 1.4482474710647364, 0.25, 0.5191601933511324, 3.9721847291814667, 0.2923229096051115]",15.25,8.881784205273058e-16,5.824120790342989e-17,True,True,True
iforest,4.0,0.25,16.0,3.75,0,2,12,"[1.3386229551574182, 0.6492338596693624, 0.3948617269350766, 4.0, 1.1633604160605293, 2.2477473844403018, 0.29723427987563805, 0.25, 0.9273958237977953, 3.758882728461385]",64.0,3.6632576978492826,0.05723840152889504,True,True,True
knn,4.0,0.25,16.0,3.75,1,2,12,"[1.3386229551574182, 0.6492338596693624, 0.3948617269350766, 4.0, 1.1633604160605293, 2.2477473844403018, 0.29723427987563805, 0.25, 0.9273958237977953, 3.758882728461385]",4.0,3.7588827284613857,0.9397206821153464,True,False,True
knn,4.0,0.25,16.0,3.75,3,2,12,"[1.3386229551574182, 0.6492338596693624, 0.3948617269350766, 4.0, 1.1633604160605293, 2.2477473844403018, 0.29723427987563805, 0.25, 0.9273958237977953, 3.758882728461385]",7.75,3.3516533543318494,0.43247140055894834,True,True,True
knn,4.0,0.25,16.0,3.75,5,2,12,"[1.3386229551574182, 0.6492338596693624, 0.3948617269350766, 4.0, 1.1633604160605293, 2.2477473844403018, 0.29723427987563805, 0.25, 0.9273958237977953, 3.758882728461385]",11.5,2.800859205636356,0.2435529744031614,True,True,True
knn,4.0,0.25,16.0,3.75,7,2,12,"[1.3386229551574182, 0.6492338596693624, 0.3948617269350766, 4.0, 1.1633604160605293, 2.2477473844403018, 0.29723427987563805, 0.25, 0.9273958237977953, 3.758882728461385]",15.25,2.564804570481143,0.16818390626105856,True,True,True
iforest,4.0,0.25,16.0,3.75,0,3,12,"[0.389027897354927, 2.2886606649687864, 4.0, 1.4453599685652323, 0.25, 1.3592626805060384, 0.3859731590071273, 0.5050277517204638, 0.2522843291547973, 1.6970418517849701]",64.0,1.3351664424649572,0.020861975663514956,True,True,True
knn,4.0,0.25,16.0,3.75,1,3,12,"[0.389027897354927, 2.2886606649687864, 4.0, 1.4453599685652323, 0.25, 1.3592626805060384, 0.3859731590071273, 0.5050277517204638, 0.2522843291547973, 1.6970418517849701]",4.0,2.288660664968787,0.5721651662421967,True,True,True
knn,4.0,0.25,16.0,3.75,3,3,12,"[0.389027897354927, 2.2886606649687864, 4.0, 1.4453599685652323, 0.25, 1.3592626805060384, 0.3859731590071273, 0.5050277517204638, 0.2522843291547973, 1.6970418517849701]",7.75,1.9665442558712865,0.25374764591887566,True,True,True
knn,4.0,0.25,16.0,3.75,5,3,12,"[0.389027897354927, 2.2886606649687864, 4.0, 1.4453599685652323, 0.25, 1.3592626805060384, 0.3859731590071273, 0.5050277517204638, 0.2522843291547973, 1.6970418517849701]",11.5,8.881784267311604e-16,7.723290667227482e-17,True,True,True
knn,4.0,0.25,16.0,3.75,7,3,12,"[0.389027897354927, 2.2886606649687864, 4.0, 1.4453599685652323, 0.25, 1.3592626805060384, 0.3859731590071273, 0.5050277517204638, 0.2522843291547973, 1.6970418517849701]",15.25,8.881784205273058e-16,5.824120790342989e-17,True,True,True
iforest,4.0,0.25,16.0,3.75,0,4,12,"[1.1336928233414914, 3.017530710758579, 0.4508194829580081, 2.0818190012961564, 4.0, 0.9768971875798548, 0.2693290341281655, 0.25, 0.400314256240755, 1.003155955294602]",64.0,0.7500985020133198,0.011720289093958123,True,True,True
knn,4.0,0.25,16.0,3.75,1,4,12,"[1.1336928233414914, 3.017530710758579, 0.4508194829580081, 2.0818190012961564, 4.0, 0.9768971875798548, 0.2693290341281655, 0.25, 0.400314256240755, 1.003155955294602]",4.0,2.081819001296157,0.5204547503240392,True,True,True
knn,4.0,0.25,16.0,3.75,3,4,12,"[1.1336928233414914, 3.017530710758579, 0.4508194829580081, 2.0818190012961564, 4.0, 0.9768971875798548, 0.2693290341281655, 0.25, 0.400314256240755, 1.003155955294602]",7.75,1.1098470427029201,0.14320607002618324,True,True,True
knn,4.0,0.25,16.0,3.75,5,4,12,"[1.1336928233414914, 3.017530710758579, 0.4508194829580081, 2.0818190012961564, 4.0, 0.9768971875798548, 0.2693290341281655, 0.25, 0.400314256240755, 1.003155955294602]",11.5,0.45335190039686474,0.039421904382336066,True,True,True
knn,4.0,0.25,16.0,3.75,7,4,12,"[1.1336928233414914, 3.017530710758579, 0.4508194829580081, 2.0818190012961564, 4.0, 0.9768971875798548, 0.2693290341281655, 0.25, 0.400314256240755, 1.003155955294602]",15.25,1.3322676307909588e-15,8.736181185514484e-17,True,True,True
iforest,4.0,0.25,16.0,3.75,0,5,12,"[1.2063587695380202, 0.4342255741738694, 4.0, 1.5228574876351142, 1.1397399315294465, 2.8348847210502734, 1.2474139906314954, 0.6020953190410757, 0.25, 3.2057122010434926]",64.0,2.9967083086905055,0.04682356732328915,True,True,True
knn,4.0,0.25,16.0,3.75,1,5,12,"[1.2063587695380202, 0.4342255741738694, 4.0, 1.5228574876351142, 1.1397399315294465, 2.8348847210502734, 1.2474139906314954, 0.6020953190410757, 0.25, 3.2057122010434926]",4.0,3.2057122010434917,0.8014280502608729,True,True,True
knn,4.0,0.25,16.0,3.75,3,5,12,"[1.2063587695380202, 0.4342255741738694, 4.0, 1.5228574876351142, 1.1397399315294465, 2.8348847210502734, 1.2474139906314954, 0.6020953190410757, 0.25, 3.2057122010434926]",7.75,2.624096269640547,0.33859306705039316,True,True,True
knn,4.0,0.25,16.0,3.75,5,5,12,"[1.2063587695380202, 0.4342255741738694, 4.0, 1.5228574876351142, 1.1397399315294465, 2.8348847210502734, 1.2474139906314954, 0.6020953190410757, 0.25, 3.2057122010434926]",11.5,1.7027180752690299,0.14806244132774174,True,True,True
knn,4.0,0.25,16.0,3.75,7,5,12,"[1.2063587695380202, 0.4342255741738694, 4.0, 1.5228574876351142, 1.1397399315294465, 2.8348847210502734, 1.2474139906314954, 0.6020953190410757, 0.25, 3.2057122010434926]",15.25,1.3078417062526657,0.08576011188542071,True,True,True
iforest,4.0,0.25,16.0,3.75,0,6,12,"[0.6558211306906409, 0.5575620313909588, 0.9541257364901637, 1.7139103220695506, 0.6879512674388413, 4.0, 0.25744709071313027, 1.820403087520406, 1.4355511211207765, 0.25]",64.0,0.6105855293099436,0.009540398895467869,True,True,True
knn,4.0,0.25,16.0,3.75,1,6,12,"[0.6558211306906409, 0.5575620313909588, 0.9541257364901637, 1.7139103220695506, 0.6879512674388413, 4.0, 0.25744709071313027, 1.820403087520406, 1.4355511211207765, 0.25]",4.0,1.435551121120776,0.358887780280194,True,True,True
